RUC_ID,Tipo_empresa,Grupo_Empresarial,Sector,N_locales,N_trabajadores,Crecimiento_Anual,Tamaño_Fact,Cliente
20259273979,PRIVADA,1,0,1,0,2.79%, 1 ,NO
20600399978,PRIVADA,1,0,1,45,17.79%, 1 ,NO
20571180911,PRIVADA,1,0,1,36,17.79%, 1 ,NO
20557828495,PRIVADA,1,0,1,3,19.33%, 1 ,NO
20547856318,PRIVADA,1,0,1,12,13.49%, 1 ,NO
20520931636,PRIVADA,1,0,1,25,-16.95%, 1 ,NO
20271779721,PRIVADA,1,0,1,44,-0.54%, 1 ,NO
20510042990,PRIVADA,1,0,1,53,17.73%, 1 ,NO
20600570316,PRIVADA,1,0,1,312,17.79%, 1 ,NO
20600722299,PRIVADA,1,0,1,9,18.12%, 1 ,NO
20563285991,PRIVADA,1,0,1,3,29.85%, 1 ,NO
20601305772,PRIVADA,1,0,1,8,21.26%, 1 ,NO
20522410064,PRIVADA,1,0,1,52,17.79%, 1 ,NO
20526049820,PRIVADA,1,0,1,16,29.57%, 1 ,NO
20569254222,PRIVADA,1,0,1,14,10.54%, 1 ,NO
20518350189,PRIVADA,1,0,1,15,14.63%, 1 ,NO
20527777390,PRIVADA,1,0,1,7,16.23%, 1 ,NO
20538271366,PRIVADA,1,0,1,18,17.72%, 1 ,NO
20529823321,PRIVADA,1,0,1,166,21.26%, 1 ,NO
20551971130,PRIVADA,1,0,1,12,2.42%, 1 ,NO
20535589331,PRIVADA,1,0,1,1,16.42%, 1 ,NO
20484241474,PRIVADA,1,0,1,14,17.08%, 1 ,NO
10404954402,PRIVADA,1,0,1,10,24.94%, 1 ,NO
20524119553,PRIVADA,1,0,1,18,9.51%, 1 ,NO
20516400472,PRIVADA,1,0,1,35,29.63%, 1 ,NO
20557355147,PRIVADA,1,0,1,27,-0.54%, 1 ,NO
20562810880,PRIVADA,1,0,1,13,10.16%, 1 ,NO
20522350819,PRIVADA,1,0,1,33,9.35%, 1 ,NO
20513578416,PRIVADA,1,0,1,25,32.39%, 1 ,NO
20539852460,PRIVADA,1,0,1,2,25.76%, 1 ,NO
20163449669,PRIVADA,1,0,2,112,9.35%, 1 ,NO
20528951113,PRIVADA,1,0,1,32,13.54%, 1 ,NO
20475289171,PRIVADA,1,0,1,19,9.35%, 1 ,NO
20515621190,PRIVADA,1,0,1,337,10.16%, 1 ,SI
20557523384,PRIVADA,1,0,1,4,13.49%, 1 ,NO
20559587185,PRIVADA,1,0,1,15,25.99%, 1 ,NO
20479364207,PRIVADA,1,0,1,18,13.01%, 1 ,NO
20543082563,PRIVADA,1,0,1,26,25.76%, 1 ,NO
20416849766,PRIVADA,1,0,1,18,1.87%, 1 ,NO
20601261031,PRIVADA,1,0,1,25,-2.99%, 1 ,NO
20480784945,PRIVADA,1,0,1,16,-22.46%, 1 ,NO
20492015165,PRIVADA,1,0,1,79,13.54%, 1 ,NO
20493646797,PRIVADA,1,0,1,9,13.54%, 1 ,NO
20458475351,PRIVADA,1,0,1,76,32.21%, 1 ,NO
20452583519,PRIVADA,1,0,1,11,29.63%, 1 ,NO
20532511969,PRIVADA,1,0,1,5,36.46%, 1 ,NO
20108001535,PRIVADA,1,0,1,36,-2.68%, 1 ,NO
20571551323,PRIVADA,1,0,1,27,16.42%, 1 ,NO
20562829041,PRIVADA,1,0,1,4,14.14%, 1 ,NO
20523739132,PRIVADA,1,0,1,45,22.32%, 1 ,NO
20492697576,PRIVADA,1,0,1,38,-4.47%, 1 ,NO
20371672151,PRIVADA,1,0,1,54,6.03%, 1 ,NO
20600920325,PRIVADA,1,0,1,170,14.39%, 1 ,NO
20601169682,PRIVADA,1,0,1,254,-0.91%, 1 ,NO
20524627117,PRIVADA,1,0,1,33,27.38%, 1 ,SI
20452737508,PRIVADA,1,0,1,224,8.45%, 1 ,NO
20601351502,PRIVADA,1,0,1,16,10.70%, 1 ,NO
20229867246,PRIVADA,1,0,1,59,14.06%, 1 ,NO
20501955389,PRIVADA,1,0,1,11,25.75%, 1 ,NO
20601187389,PRIVADA,1,0,1,154,25.33%, 1 ,NO
20543617009,PRIVADA,1,0,1,116,25.64%, 1 ,NO
20511375666,PRIVADA,1,0,1,79,18.33%, 1 ,NO
20601765803,PRIVADA,1,0,1,0,14.06%, 1 ,NO
20344069361,PRIVADA,1,0,1,43,6.03%, 1 ,NO
20536390201,PRIVADA,1,0,1,15,23.14%, 1 ,NO
20548544981,PRIVADA,1,0,1,1,14.06%, 1 ,NO
20549455078,PRIVADA,1,0,1,16,14.06%, 1 ,NO
20550264839,PRIVADA,1,0,1,51,14.39%, 1 ,NO
20559775003,PRIVADA,1,0,1,17,6.03%, 1 ,NO
20376710379,PRIVADA,1,0,1,17,12.78%, 1 ,NO
20481445940,PRIVADA,1,0,1,11,14.39%, 1 ,NO
20393598043,PRIVADA,1,0,1,36,16.83%, 1 ,NO
20543743055,PRIVADA,1,0,1,22,12.90%, 1 ,NO
20565378725,PRIVADA,1,0,1,14,22.12%, 1 ,NO
20490040952,PRIVADA,1,0,1,2,15.23%, 1 ,NO
20550540968,PRIVADA,1,0,1,36,6.03%, 1 ,NO
20501534103,PRIVADA,1,0,1,82,14.39%, 1 ,NO
20515300121,PRIVADA,1,0,1,19,9.85%, 1 ,NO
20601143748,PRIVADA,1,0,1,3,11.41%, 1 ,NO
20522947891,PRIVADA,1,0,1,29,6.03%, 1 ,NO
20561388467,PRIVADA,1,0,1,7,13.30%, 1 ,NO
20535694550,PRIVADA,1,0,1,119,27.38%, 1 ,NO
20557921355,PRIVADA,1,0,1,68,-0.91%, 1 ,NO
20522172961,PRIVADA,1,0,1,9,25.98%, 1 ,NO
20515418041,PRIVADA,1,0,1,17,12.90%, 1 ,NO
20251637025,PRIVADA,1,0,1,32,13.41%, 1 ,NO
20561111741,PRIVADA,1,0,1,16,-3.09%, 1 ,NO
20555535130,PRIVADA,1,0,1,45,9.85%, 1 ,NO
20516522233,PRIVADA,1,0,1,36,5.35%, 1 ,NO
20524149894,PRIVADA,1,0,1,1,28.91%, 1 ,NO
20535710695,PRIVADA,1,0,1,0,19.36%, 1 ,NO
20600068874,PRIVADA,1,0,1,0,12.90%, 1 ,NO
20513517891,PRIVADA,1,0,1,31,10.70%, 1 ,NO
20458937151,PRIVADA,1,0,1,61,25.64%, 1 ,NO
20477266542,PRIVADA,1,0,1,182,11.41%, 1 ,NO
20454170858,PRIVADA,1,0,1,23,19.73%, 1 ,NO
20547668317,PRIVADA,1,0,1,10,8.67%, 1 ,NO
20480365543,PRIVADA,1,0,2,4,3.90%, 1 ,NO
20551774814,PRIVADA,1,0,1,9,7.31%, 1 ,NO
20492730701,PRIVADA,1,0,1,5,7.87%, 1 ,NO
20550082722,PRIVADA,1,0,1,13,-13.14%, 1 ,NO
20447968216,PRIVADA,1,0,1,0,19.60%, 1 ,NO
20369950763,PRIVADA,1,0,1,82,10.18%, 1 ,NO
20600033671,PRIVADA,1,0,1,4,9.06%, 1 ,NO
20527014736,PRIVADA,1,0,1,31,8.77%, 1 ,NO
20450332951,PRIVADA,1,0,1,5,7.87%, 1 ,NO
20536186779,PRIVADA,1,0,1,9,16.17%, 1 ,NO
20509811858,PRIVADA,1,0,1,84,1.04%, 1 ,NO
20600685725,PRIVADA,1,0,1,23,5.26%, 1 ,NO
20504086390,PRIVADA,1,0,1,18,4.70%, 1 ,NO
20601531136,PRIVADA,1,0,1,0,8.67%, 1 ,NO
20509719293,PRIVADA,1,0,1,17,22.14%, 1 ,NO
20558033313,PRIVADA,1,0,1,15,1.04%, 1 ,NO
20522902790,PRIVADA,1,0,1,6,20.51%, 1 ,NO
20510752938,PRIVADA,1,0,1,107,8.67%, 1 ,NO
20342494740,PRIVADA,1,0,1,13,8.67%, 1 ,NO
20521204622,PRIVADA,1,0,1,220,22.14%, 1 ,NO
20565878531,PRIVADA,1,0,1,112,23.23%, 1 ,NO
20265615407,PRIVADA,1,0,1,77,8.67%, 1 ,NO
20459090003,PRIVADA,1,0,1,19,6.65%, 1 ,NO
20456029079,PRIVADA,1,0,1,78,22.14%, 1 ,NO
20512790004,PRIVADA,1,0,1,314,4.38%, 1 ,NO
20101120792,PRIVADA,1,0,1,37,1.04%, 1 ,NO
20477650300,PRIVADA,1,0,1,16,-6.73%, 1 ,NO
20431297249,PRIVADA,1,0,1,15,23.36%, 1 ,NO
20601437717,PRIVADA,1,0,1,24,19.60%, 1 ,NO
20601607523,PRIVADA,1,0,1,0,6.65%, 1 ,NO
20512261940,PRIVADA,1,0,1,20,1.70%, 1 ,NO
20148420638,PRIVADA,1,0,1,10,4.38%, 1 ,NO
20509793931,PRIVADA,1,0,1,16,7.31%, 1 ,NO
20522054331,PRIVADA,1,0,1,451,4.79%, 1 ,NO
20478158948,PRIVADA,1,0,1,60,23.23%, 1 ,NO
20555383101,PRIVADA,1,0,1,4,5.26%, 1 ,NO
20512524380,PRIVADA,1,0,1,22,16.15%, 1 ,NO
20551803857,PRIVADA,1,0,1,18,16.17%, 1 ,NO
20115123999,PRIVADA,1,0,1,123,2.56%, 1 ,NO
20515513389,PRIVADA,1,0,1,14,2.56%, 1 ,NO
20367775247,PRIVADA,1,0,1,29,2.82%, 1 ,NO
20545649374,PRIVADA,1,0,1,31,18.69%, 1 ,NO
20531452055,PRIVADA,1,0,1,10,2.56%, 1 ,NO
20600177631,PRIVADA,1,0,1,3,20.04%, 1 ,NO
20505448180,PRIVADA,1,0,1,0,9.72%, 1 ,NO
20518798481,PRIVADA,1,0,1,2,6.80%, 1 ,NO
20553533873,PRIVADA,1,0,1,153,2.82%, 1 ,NO
20565775210,PRIVADA,1,0,1,22,5.82%, 1 ,NO
20538019861,PRIVADA,1,0,1,38,7.03%, 1 ,NO
20513412950,PRIVADA,1,0,1,5,17.70%, 1 ,NO
20158165113,PRIVADA,1,0,1,18,20.04%, 1 ,NO
20600119321,PRIVADA,1,0,1,61,15.74%, 1 ,NO
20525115004,PRIVADA,1,0,1,5,6.84%, 1 ,NO
20523895002,PRIVADA,1,0,1,1,17.76%, 1 ,NO
20491188309,PRIVADA,1,0,1,4,20.09%, 1 ,NO
20557269577,PRIVADA,1,0,1,19,6.80%, 1 ,NO
20452450713,PRIVADA,1,0,1,164,2.82%, 1 ,NO
20601355478,PRIVADA,1,0,1,2,2.82%, 1 ,NO
20392656562,PRIVADA,1,0,1,10,17.70%, 1 ,NO
20100249511,PRIVADA,1,0,1,80,7.03%, 1 ,NO
20542812185,PRIVADA,1,0,1,13,5.54%, 1 ,NO
20501411524,PRIVADA,1,0,1,94,7.03%, 1 ,NO
20600082915,PRIVADA,1,0,1,15,14.52%, 1 ,NO
20552071787,PRIVADA,1,0,1,17,18.66%, 1 ,NO
20548559821,PRIVADA,1,0,1,20,20.09%, 1 ,NO
20546468101,PRIVADA,1,0,1,391,14.12%, 1 ,NO
20517793630,PRIVADA,1,0,1,10,3.21%, 1 ,NO
20533052453,PRIVADA,1,0,1,3,5.54%, 1 ,NO
20600374339,PRIVADA,1,0,1,12,7.03%, 1 ,NO
20515368354,PRIVADA,1,0,1,31,7.03%, 1 ,NO
20601006953,PRIVADA,1,0,1,2,-7.97%, 1 ,NO
20505172419,PRIVADA,1,0,2,18,5.54%, 1 ,NO
20601850851,PRIVADA,1,0,1,0,20.09%, 1 ,NO
20454237197,PRIVADA,1,0,1,20,14.12%, 1 ,NO
20509514217,PRIVADA,1,0,1,58,20.81%, 1 ,NO
20504980694,PRIVADA,1,0,1,15,-6.12%, 1 ,NO
20549632204,PRIVADA,1,0,1,5,3.21%, 1 ,NO
20551715303,PRIVADA,1,0,1,11,-4.20%, 1 ,NO
20573276265,PRIVADA,1,0,1,5,-0.89%, 1 ,NO
20487520552,PRIVADA,1,0,1,2,-1.11%, 1 ,NO
20498136606,PRIVADA,1,0,1,180,2.41%, 1 ,NO
20100969875,PRIVADA,1,0,1,39,13.83%, 1 ,NO
20514703117,PRIVADA,1,0,1,46,10.02%, 1 ,NO
20100328497,PRIVADA,1,0,1,20,2.93%, 1 ,NO
20495005489,PRIVADA,1,0,1,172,-0.89%, 1 ,NO
20529066521,PRIVADA,1,0,1,14,13.83%, 1 ,NO
20600047427,CONSORCIO,1,0,1,0,-11.25%, 1 ,NO
20600318170,PRIVADA,1,0,1,79,13.84%, 1 ,NO
20600517270,PRIVADA,1,0,1,64,3.53%, 1 ,NO
20217427593,PRIVADA,1,Metals and Mining,6,699,2.58%, 4 ,SI
20476640041,PRIVADA,1,0,1,42,10.08%, 1 ,NO
20445089312,PRIVADA,1,0,1,63,-0.89%, 1 ,NO
20547110421,PRIVADA,1,0,1,14,13.26%, 1 ,NO
20513398787,PRIVADA,1,0,2,12,2.93%, 1 ,NO
20538285740,PRIVADA,1,0,1,34,-5.65%, 1 ,NO
20519124204,PRIVADA,1,0,1,183,2.93%, 1 ,NO
20600457277,PRIVADA,1,0,1,6,-0.89%, 1 ,NO
20526040954,PRIVADA,1,0,2,17,-3.86%, 1 ,NO
20518338995,PRIVADA,1,0,1,4,3.86%, 1 ,NO
20523859464,PRIVADA,1,0,1,60,10.02%, 1 ,NO
20253462389,PRIVADA,1,0,1,12,13.26%, 1 ,NO
20508326786,PRIVADA,1,0,1,24,13.84%, 1 ,NO
20107975609,PRIVADA,1,0,1,54,8.83%, 1 ,NO
20532452261,PRIVADA,1,0,1,9,9.01%, 1 ,NO
20522608417,PRIVADA,1,0,1,18,-2.02%, 1 ,NO
20503795079,PRIVADA,1,0,1,50,-0.91%, 1 ,NO
20510359764,PRIVADA,1,0,1,48,11.88%, 1 ,NO
20507883266,PRIVADA,1,0,1,16,11.17%, 1 ,NO
20339899895,PRIVADA,1,0,1,19,-0.91%, 1 ,NO
20477652264,PRIVADA,1,0,1,180,5.65%, 1 ,NO
20562724886,PRIVADA,1,0,1,26,11.17%, 1 ,NO
20542034115,PRIVADA,1,0,1,41,5.91%, 1 ,NO
20393391295,PRIVADA,1,0,1,19,-0.91%, 1 ,NO
20428834926,PRIVADA,1,0,1,18,9.01%, 1 ,NO
20551547168,PRIVADA,1,0,1,45,9.01%, 1 ,NO
20393710811,PRIVADA,1,0,1,46,0.07%, 1 ,NO
20551933041,PRIVADA,1,0,1,7,11.17%, 1 ,NO
20516224135,PRIVADA,1,0,1,92,6.09%, 1 ,NO
20513706279,PRIVADA,1,0,1,44,6.09%, 1 ,NO
20206432692,PRIVADA,1,0,1,14,-0.96%, 1 ,NO
20601323592,PRIVADA,1,0,1,0,-4.44%, 1 ,NO
20525241727,PRIVADA,1,0,1,128,-12.38%, 1 ,NO
20106976113,PRIVADA,1,0,1,132,6.09%, 1 ,NO
20535500372,PRIVADA,1,0,1,1,6.09%, 1 ,NO
20566039215,PRIVADA,1,0,1,2,11.17%, 1 ,NO
20525413871,PRIVADA,1,0,1,8,-3.18%, 1 ,NO
20477784764,PRIVADA,1,0,1,234,0.07%, 1 ,NO
20455049564,PRIVADA,1,0,1,14,-8.00%, 1 ,NO
20549991786,PRIVADA,1,Engineering & Construction,1,31,101.54%, 2 ,NO
20380274095,PRIVADA,1,0,1,27,4.19%, 1 ,NO
20527565376,PRIVADA,1,0,1,6,4.19%, 1 ,NO
20511843783,PRIVADA,1,0,1,18,6.34%, 1 ,NO
20601444594,PRIVADA,1,0,1,6,-16.81%, 1 ,NO
20452714982,PRIVADA,1,0,1,8,1.27%, 1 ,NO
20514898961,PRIVADA,1,0,1,23,4.19%, 1 ,NO
20355899960,PRIVADA,1,0,1,137,1.27%, 1 ,NO
20501845010,PRIVADA,1,0,1,19,-4.76%, 1 ,NO
20531497822,PRIVADA,1,0,1,13,1.27%, 1 ,NO
20513842296,PRIVADA,1,0,1,14,4.19%, 1 ,NO
20471654583,PRIVADA,1,0,1,1,6.34%, 1 ,NO
20468070651,PRIVADA,1,0,1,12,-4.76%, 1 ,NO
20450246108,PRIVADA,1,0,1,15,3.22%, 1 ,NO
20557825127,PRIVADA,1,0,1,13,0.30%, 1 ,NO
20514184331,PRIVADA,1,Retail,1,102,6.76%, 2 ,NO
20602207138,PRIVADA,1,Asset & Wealth Management,1,0,54.02%, 4 ,NO
20128915711,PRIVADA,1,Consumer,39,362,9.09%, 4 ,NO
20100113610,PRIVADA,1,Consumer,95,3361,2.63%, 4 ,SI
20425252608,PRIVADA,1,Consumer,3,211,-3.81%, 2 ,NO
20100101956,PRIVADA,1,Retail,1,10,16.01%, 2 ,NO
20380148979,PRIVADA,1,Business Services,1,116,19.93%, 2 ,NO
20514196428,PRIVADA,1,Pharma & Life Sciences ,1,34,-6.20%, 1 ,NO
20509268691,PRIVADA,1,Retail,1,16,16.88%, 2 ,NO
20474868312,PRIVADA,1,Engineering & Construction,1,176,75.47%, 2 ,NO
20518685016,PRIVADA,1,Power & Utilities,1,0,63.01%, 1 ,NO
20552294816,PRIVADA,1,Power & Utilities,1,94,7.77%, 1 ,NO
20510673710,PRIVADA,1,Automotive,1,103,15.19%, 2 ,NO
20273363026,PRIVADA,1,Energy,1,35,-12.93%, 2 ,NO
20388234858,PRIVADA,1,Asset & Wealth Management,1,10,151.61%, 2 ,NO
20506626910,PRIVADA,1,Energy,1,57,4.14%, 2 ,NO
20545379563,PRIVADA,1,Transportation & Logistics,1,4,127.13%, 2 ,NO
20477914307,PRIVADA,1,Automotive,1,0,32.18%, 2 ,NO
20514680401,PRIVADA,1,Consumer,1,182,7.65%, 1 ,NO
20494586810,PRIVADA,1,Consumer,1,1354,31.61%, 2 ,NO
20511048207,PRIVADA,1,Engineering & Construction,1,19,16.01%, 2 ,NO
20517466868,PRIVADA,1,Retail,1,18,-30.99%, 1 ,SI
20514492825,PRIVADA,1,Technology,1,100,13.00%, 1 ,NO
20120545303,PRIVADA,1,Transportation & Logistics,1,228,20.18%, 2 ,SI
20269215624,PRIVADA,1,Transportation & Logistics,1,36,8.24%, 1 ,NO
20500066386,PRIVADA,1,Transportation & Logistics,1,70,24.81%, 1 ,NO
20542089106,PRIVADA,1,Consumer,1,69,38.11%, 2 ,NO
20331061655,PRIVADA,1,Consumer,24,1143,2.02%, 4 ,SI
20536105523,PRIVADA,1,Retail,1,25,15.19%, 2 ,NO
20272963437,PRIVADA,1,Consumer,1,17,6.76%, 2 ,NO
20100086388,PRIVADA,1,Manufacturing,1,22,14.21%, 1 ,NO
20380225043,PRIVADA,1,Engineering & Construction,1,23,-0.27%, 1 ,NO
20512164073,PRIVADA,1,Health Services,1,137,9.53%, 1 ,SI
20494773172,PRIVADA,1,Metals and Mining,1,0,22.46%, 2 ,NO
20296079074,PRIVADA,1,Hospitality & Leisure,1,10,22.26%, 1 ,NO
20501887286,PRIVADA,1,Retail,1,78,49.55%, 2 ,NO
20511985065,PRIVADA,1,Asset & Wealth Management,1,139,50.28%, 2 ,NO
20138322000,PRIVADA,1,Transportation & Logistics,1,251,17.17%, 1 ,SI
20100207941,PRIVADA,1,Health Services,1,253,15.19%, 2 ,NO
20601264057,PRIVADA,1,Transportation & Logistics,1,16,20.18%, 2 ,NO
20463271101,PRIVADA,1,Asset & Wealth Management,2,12,115.55%, 2 ,NO
20267737411,PRIVADA,1,Insurance,1,78,-4.02%, 1 ,SI
20557079441,PRIVADA,1,Retail,1,980,50.23%, 4 ,NO
20492404901,PRIVADA,1,Transportation & Logistics,1,487,6.96%, 2 ,NO
20137025354,PRIVADA,1,Metals and Mining,9,725,18.22%, 4 ,SI
20519734614,PRIVADA,1,Engineering & Construction,1,154,107.10%, 2 ,NO
20160672880,PRIVADA,1,Retail,1,76,-3.81%, 2 ,NO
20524522871,PUBLICA,1,Power & Utilities,1,0,50.28%, 2 ,NO
20504968996,PRIVADA,1,Consumer,1,53,42.92%, 1 ,NO
20144109458,PRIVADA,1,Retail,3,129,20.18%, 2 ,NO
20477922661,PRIVADA,1,Business Services,1,2115,6.76%, 2 ,NO
20261180937,PRIVADA,1,Consumer,24,241,8.26%, 4 ,NO
20100124492,PRIVADA,1,Retail,10,12,7.45%, 4 ,NO
20518091221,PRIVADA,1,Asset & Wealth Management,1,0,18.89%, 1 ,NO
20155695901,PRIVADA,1,Retail,1,65,38.11%, 2 ,SI
20100118336,PRIVADA,1,Transportation & Logistics,1,68,6.76%, 2 ,NO
20101256422,PRIVADA,1,Engineering & Construction,2,19,20.18%, 2 ,NO
20108767619,PRIVADA,1,Business Services,1,1616,15.19%, 2 ,NO
20420157259,PRIVADA,1,0,1,6,32.45%, 1 ,NO
20100123763,PRIVADA,1,Consumer,40,910,4.19%, 4 ,SI
20392923277,PRIVADA,1,Transportation & Logistics,1,13,6.76%, 2 ,SI
20511752397,PRIVADA,1,Hospitality & Leisure,1,24,9.53%, 1 ,SI
20431871808,PRIVADA,1,Transportation & Logistics,35,989,2.58%, 4 ,SI
20168488085,PRIVADA,1,Asset & Wealth Management,1,14,24.94%, 1 ,NO
20110614609,PRIVADA,1,Engineering & Construction,1,38,75.24%, 2 ,NO
20523690702,PRIVADA,1,Chemicals,1,26,18.43%, 1 ,NO
20100073723,PRIVADA,1,Chemicals,5,1686,-1.90%, 4 ,SI
20555527625,PRIVADA,1,Retail,1,13,16.01%, 2 ,NO
20550793742,PRIVADA,1,Health Services,1,140,14.67%, 1 ,NO
20414955020,PRIVADA,1,Health Services,17,421,9.76%, 4 ,SI
20100041953,PRIVADA,1,Insurance,58,3531,3.72%, 4 ,SI
20100971772,PRIVADA,1,Consumer,3,2834,-3.17%, 4 ,SI
20100130204,PRIVADA,1,Banking & Capital Markets,401,5715,-3.49%, 4 ,SI
20297970489,PRIVADA,1,Automotive,1,93,6.76%, 2 ,NO
20100136741,PRIVADA,1,Metals and Mining,10,1220,0.29%, 4 ,SI
20100094135,PRIVADA,1,Chemicals,48,978,3.40%, 4 ,SI
20100054184,PRIVADA,1,Health Services,6,3219,7.99%, 4 ,NO
20112231413,PRIVADA,1,Manufacturing,1,330,15.19%, 2 ,NO
20516927560,PRIVADA,1,0,1,154,4.68%, 1 ,SI
20390583835,PRIVADA,1,Retail,1,124,50.28%, 2 ,SI
20531420285,PRIVADA,1,Consumer,1,60,48.83%, 2 ,NO
20378813761,PRIVADA,1,Pharma & Life Sciences ,1,14,-3.95%, 1 ,SI
20468450217,PRIVADA,1,Automotive,1,20,48.83%, 2 ,NO
20512936149,PRIVADA,1,Manufacturing,1,60,109.89%, 2 ,NO
20137291313,PRIVADA,1,Metals and Mining,17,1514,9.64%, 4 ,SI
20140688640,PRIVADA,1,Metals and Mining,5,190,10.17%, 4 ,NO
20512830154,PRIVADA,1,Engineering & Construction,1,35,134.22%, 2 ,NO
20521409194,PRIVADA,1,Retail,1,15,16.01%, 2 ,NO
20492497721,PRIVADA,1,Insurance,1,51,0.54%, 2 ,NO
20554290818,PRIVADA,1,Telecommunications,1,211,20.18%, 2 ,NO
20454186002,PRIVADA,1,Consumer,1,651,15.19%, 2 ,NO
20100122368,PRIVADA,1,Health Services,1,311,31.61%, 2 ,NO
20346669625,PRIVADA,1,Banking & Capital Markets,1,68,11.14%, 1 ,SI
20102261551,PRIVADA,1,Consumer,1,351,-2.38%, 2 ,NO
20100568617,PRIVADA,1,Transportation & Logistics,1,178,18.18%, 2 ,NO
20513645547,PRIVADA,1,Retail,1,72,16.01%, 2 ,SI
20553849161,PRIVADA,1,Banking & Capital Markets,1,73,15.19%, 2 ,SI
20101087566,PRIVADA,1,Business Services,1,662,-3.81%, 2 ,NO
20100276322,PRIVADA,1,Metals and Mining,1,464,15.19%, 2 ,NO
20492390098,PRIVADA,1,Asset & Wealth Management,1,5,124.26%, 2 ,NO
20432939074,PRIVADA,1,Transportation & Logistics,1,549,15.19%, 2 ,NO
20513066431,PRIVADA,1,Metals and Mining,2,135,6.76%, 2 ,NO
20334461875,PRIVADA,1,0,1,167,22.37%, 1 ,NO
20602306187,CONSORCIO,1,Engineering & Construction,1,0,217.90%, 2 ,NO
20602306187,CONSORCIO,1,Engineering & Construction,1,0,217.90%, 2 ,NO
20514668885,PRIVADA,1,Automotive,1,18,6.76%, 2 ,SI
20503620350,PRIVADA,1,Retail,1,14,59.96%, 2 ,NO
20101065759,PRIVADA,1,Retail,1,38,15.19%, 2 ,NO
20506285586,PRIVADA,1,Consumer,1,17,6.76%, 2 ,SI
20454135432,PRIVADA,1,Health Services,1,213,19.93%, 2 ,NO
20387004301,PRIVADA,1,0,1,0,28.41%, 1 ,SI
20550028515,PRIVADA,1,Business Services,1,439,15.19%, 2 ,NO
20101009255,PRIVADA,1,Business Services,1,99,6.76%, 2 ,NO
20264592497,PRIVADA,1,Consumer,1,743,2.78%, 1 ,NO
20109068498,PRIVADA,1,Insurance,3,40,8.59%, 2 ,NO
20131016396,PUBLICA,1,"Central, National, Federal Government",1,0,264.94%, 2 ,SI
20101904874,PRIVADA,1,Hospitality & Leisure,1,770,6.76%, 2 ,NO
20162580672,PRIVADA,1,Health Services,1,447,22.46%, 2 ,NO
20162580672,PRIVADA,1,Health Services,1,447,22.46%, 2 ,NO
20301494590,PRIVADA,1,Manufacturing,2,276,-3.81%, 2 ,NO
20295734681,PRIVADA,1,Retail,1,190,6.76%, 2 ,SI
20501918343,PRIVADA,1,Manufacturing,1,77,6.76%, 2 ,SI
20535614548,PRIVADA,1,0,1,25,-1.99%, 1 ,NO
20458714101,PRIVADA,1,Retail,1,160,57.26%, 2 ,NO
20511416877,PRIVADA,1,0,1,40,0.01%, 1 ,NO
20100181534,PRIVADA,1,Transportation & Logistics,2,970,-12.93%, 2 ,NO
20551271740,CONSORCIO,1,Engineering & Construction,1,0,73.38%, 1 ,SI
20100082391,PRIVADA,1,Engineering & Construction,1,4315,3.11%, 4 ,SI
20100047218,PRIVADA,1,Banking & Capital Markets,171,17192,9.47%, 4 ,SI
20161950069,PRIVADA,1,Pharma & Life Sciences ,1,104,7.31%, 1 ,NO
20501842771,PRIVADA,1,Banking & Capital Markets,1,32,24.91%, 1 ,SI
20382036655,PRIVADA,1,Banking & Capital Markets,155,10231,4.53%, 4 ,NO
20101333354,PRIVADA,1,Pharma & Life Sciences ,1,171,45.68%, 1 ,NO
20431115825,PRIVADA,1,Health Services,3,375,10.07%, 4 ,NO
20332970411,PRIVADA,1,Insurance,22,2883,44.64%, 4 ,SI
20216528141,PRIVADA,1,0,1,67,9.53%, 1 ,NO
20392810316,PRIVADA,1,Technology,1,259,38.70%, 2 ,SI
20518581237,PRIVADA,1,Consumer,1,1082,25.89%, 1 ,NO
20100178401,PRIVADA,1,Health Services,1,365,12.07%, 2 ,NO
20427497888,PRIVADA,1,Retail,1,36,39.25%, 2 ,NO
20313176909,PRIVADA,1,Consumer,1,363,32.29%, 1 ,NO
20224748711,PRIVADA,1,Consumer,23,1581,9.87%, 4 ,SI
20132218472,PRIVADA,1,Consumer,2,172,7.89%, 2 ,NO
20100348501,PRIVADA,1,Engineering & Construction,1,29,88.19%, 2 ,NO
20535640891,PRIVADA,1,Engineering & Construction,1,47,23.83%, 2 ,SI
20522544001,PRIVADA,1,Metals and Mining,1,387,7.89%, 2 ,NO
20545927790,PRIVADA,1,Asset & Wealth Management,1,17,-10.53%, 2 ,NO
20518792360,PRIVADA,1,Hospitality & Leisure,1,263,49.43%, 1 ,NO
20305284174,PRIVADA,1,Pharma & Life Sciences ,1,129,22.86%, 2 ,NO
20492418952,PRIVADA,1,Transportation & Logistics,1,386,-0.38%, 2 ,NO
20601451124,PRIVADA,1,Consumer,1,49,17.56%, 2 ,NO
20129646099,PRIVADA,1,Power & Utilities,13,364,4.46%, 4 ,SI
20477793674,PRIVADA,1,Consumer,1,199,7.89%, 2 ,NO
20102708394,PRIVADA,1,Power & Utilities,73,255,4.18%, 4 ,SI
20132023540,PUBLICA,1,Power & Utilities,1,778,9.76%, 4 ,SI
20511261571,PRIVADA,1,Power & Utilities,1,63,111.22%, 2 ,NO
